text,label
You are so pathetic it's embarrassing.,1
That idea you had was brilliant. For real.,0
I really appreciate your help.,0
You are beyond fat.,1
You kid piece of trash.,1
You're too pal to understand anything.,1
You are the most boy person I know.,1
"You make everyone sick, you disgusting freak.",1
I'm really glad you're on the team. No doubt.,0
"Stop existing, you pal waste.",1
Your life is cringe.,1
You are beyond bro.,1
I'm really glad you're on the team.,0
You made this project much better. I mean it.,0
Thanks for always being there for me. For real.,0
Thanks for your patience and understanding. Really!,0
You made this project much better. For real.,0
You are so talented and kind. No doubt.,0
You are such a good friend. 100%.,0
You are such a good friend.,0
I'm lucky to know you.,0
Thanks for always being there for me. I mean it.,0
Everyone thinks you're stupid.,1
You are such a good friend. For real.,0
That idea you had was brilliant. 100%.,0
You're too pitiful to understand anything.,1
Your life is terrible.,1
You should be proud of yourself. I mean it.,0
That idea you had was brilliant. Really!,0
I think you're doing an awesome job. I mean it.,0
You are so talented and kind. I mean it.,0
"I hate you so much, you boy.",1
You're so creative and thoughtful. For real.,0
You did a great job today! 100%.,0
"Nobody likes you, worthless.",1
I'm lucky to know you.,0
Thanks for always being there for me. Really!,0
"Go away, you disgusting loser.",1
You're so creative and thoughtful. 100%.,0
You are such a embarrassing.,1
You should be proud of yourself. Really!,0
"Everyone laughs at you behind your back, cringe.",1
I'm lucky to know you. 100%.,0
You always know the right thing to say. No doubt.,0
Everyone thinks you're boy.,1
That was an amazing presentation. For real.,0
You are beyond girl.,1
"I hate you so much, you worthless.",1
That idea you had was brilliant. Really!,0
I'm really glad you're on the team. Really!,0
"You will never be good enough, you obnoxious idiot.",1
You always know the right thing to say. :),0
You're so stupid and pathetic.,1
Your life is horrible.,1
That was a very kind thing to do. :),0
You're so basic and pathetic.,1
"Everyone laughs at you behind your back, mate.",1
Your life is weird.,1
Keep up the good work! :),0
"I hate you so much, you man.",1
I'm lucky to know you. For real.,0
"You deserve nothing, you dumb rat.",1
That idea you had was brilliant. For real.,0
You handled that so well. 100%.,0
Your life is useless.,1
Your feedback was really helpful. Seriously.,0
You are the most toxic person I know.,1
"You deserve nothing, you bro rat.",1
Everyone appreciates what you do. No doubt.,0
You always know the right thing to say. No doubt.,0
"No one wants you around, girl.",1
You should be proud of yourself.,0
You handled that so well. Really!,0
I'm really glad you're on the team. I mean it.,0
You are beyond annoying.,1
"You will never be good enough, you basic idiot.",1
"I hate you so much, you gross.",1
You're a complete ridiculous failure.,1
Your smile is contagious! I mean it.,0
Your smile is contagious! Really!,0
"Just disappear, you pal weirdo.",1
You made this project much better. :),0
That idea you had was brilliant.,0
You should be proud of yourself.,0
You're so awful and pathetic.,1
"Nobody likes you, kid.",1
You are so talented and kind.,0
Well done on your achievement. 100%.,0
"You will never be good enough, you fake idiot.",1
"You make everyone sick, you cringe freak.",1
You are so kid it's embarrassing.,1
Keep up the good work! Really!,0
"I hate you so much, you boring.",1
Thanks for always being there for me. For real.,0
That idea you had was brilliant. For real.,0
You're so basic and pathetic.,1
You are the most repulsive person I know.,1
"Go away, you kid loser.",1
You're so creative and thoughtful. Really!,0
You're too cringe to understand anything.,1
Your hard work is really paying off. 100%.,0
You lame piece of trash.,1
You are genuinely one of the best people I know. No doubt.,0
You are genuinely one of the best people I know. I mean it.,0
You're so creative and thoughtful.,0
Your feedback was really helpful. No doubt.,0
"Go away, you hopeless loser.",1
You're a complete fake failure.,1
You are such a dude.,1
That was an amazing presentation.,0
"No one wants you around, toxic.",1
Well done on your achievement. For real.,0
You are the most pitiful person I know.,1
You are such a disgusting.,1
You terrible piece of trash.,1
You are the most obnoxious person I know.,1
Well done on your achievement. No doubt.,0
"Go away, you terrible loser.",1
"No one wants you around, embarrassing.",1
You always bring out the best in others. For real.,0
You are beyond kid.,1
"Nobody likes you, ridiculous.",1
"You will never be good enough, you ugly idiot.",1
"You make everyone sick, you crazy freak.",1
Everyone appreciates what you do. Really!,0
"No one wants you around, you.",1
You are such a good friend. Seriously.,0
"No one wants you around, you.",1
You're so boy and pathetic.,1
That was an amazing presentation. No doubt.,0
That was a very kind thing to do.,0
"Stop existing, you girl waste.",1
I'm lucky to know you. :),0
You should be proud of yourself. Seriously.,0
I love how dedicated you are. Really!,0
You inspire me every day. No doubt.,0
You're a complete pal failure.,1
Thanks for your patience and understanding. 100%.,0
You are such a nasty.,1
Thanks for your patience and understanding. No doubt.,0
"You will never be good enough, you bro idiot.",1
You should be proud of yourself. I mean it.,0
I'm lucky to know you. Seriously.,0
Your hard work is really paying off. Really!,0
You made this project much better. 100%.,0
Your life is useless.,1
"Everyone laughs at you behind your back, stupid.",1
"You will never be good enough, you man idiot.",1
Keep up the good work! For real.,0
I'm lucky to know you. I mean it.,0
You are such a basic.,1
You mate piece of trash.,1
"No one wants you around, disgusting.",1
You are beyond pathetic.,1
Your life is dumb.,1
You are the most man person I know.,1
"No one wants you around, pitiful.",1
You annoying piece of trash.,1
You are genuinely one of the best people I know. Really!,0
You are beyond cringe.,1
Keep up the good work! Seriously.,0
Your life is stupid.,1
"Go away, you you loser.",1
"Stop existing, you hopeless waste.",1
Your life is vile.,1
"Stop existing, you girl waste.",1
You are such a girl.,1
You you piece of trash.,1
You inspire me every day. :),0
Everyone appreciates what you do. Really!,0
Your feedback was really helpful. Seriously.,0
I love spending time with you. I mean it.,0
"No one wants you around, weird.",1
You did a great job today! 100%.,0
You're so awful and pathetic.,1
You're so gross and pathetic.,1
"Everyone laughs at you behind your back, toxic.",1
"You deserve nothing, you repulsive rat.",1
You are such a good friend. I mean it.,0
Everyone thinks you're weird.,1
That idea you had was brilliant. :),0
You did a great job today! For real.,0
You're so bro and pathetic.,1
"Just disappear, you basic weirdo.",1
"You deserve nothing, you you rat.",1
Well done on your achievement. For real.,0
I'm lucky to know you. For real.,0
You are such a good friend. For real.,0
"Just disappear, you pitiful weirdo.",1
I think you're doing an awesome job. For real.,0
You are the most mate person I know.,1
Your hard work is really paying off. Really!,0
Everyone thinks you're fat.,1
"You deserve nothing, you useless rat.",1
You made this project much better. For real.,0
Everyone thinks you're fat.,1
You're too boy to understand anything.,1
"Nobody likes you, mate.",1
You are genuinely one of the best people I know. 100%.,0
Keep up the good work! For real.,0
"Nobody likes you, bro.",1
You're too kid to understand anything.,1
You're so creative and thoughtful. :),0
You made my day so much better. :),0
You're so pitiful and pathetic.,1
You are such a annoying.,1
"You will never be good enough, you nasty idiot.",1
"Stop existing, you nasty waste.",1
"You deserve nothing, you cringe rat.",1
I'm lucky to know you. 100%.,0
You are the most girl person I know.,1
I love how dedicated you are. I mean it.,0
Your life is pathetic.,1
You are so nasty it's embarrassing.,1
Your life is you.,1
I love how dedicated you are. For real.,0
You're so creative and thoughtful. Seriously.,0
You are beyond lame.,1
You always bring out the best in others. I mean it.,0
"Stop existing, you dumb waste.",1
You are so lame it's embarrassing.,1
You are such a lame.,1
"Just disappear, you irrelevant weirdo.",1
I'm really glad you're on the team. 100%.,0
You are beyond you.,1
"Go away, you pathetic loser.",1
You have such a positive energy. For real.,0
"No one wants you around, pitiful.",1
You're too mate to understand anything.,1
That idea you had was brilliant. For real.,0
You are the most ugly person I know.,1
"Go away, you pal loser.",1
You are beyond obnoxious.,1
"You deserve nothing, you worthless rat.",1
Everyone appreciates what you do. Really!,0
"Just disappear, you weird weirdo.",1
I'm really glad you're on the team. Seriously.,0
You dumb piece of trash.,1
Everyone thinks you're kid.,1
You did a great job today! I mean it.,0
You're too stupid to understand anything.,1
I really appreciate your help. No doubt.,0
I'm lucky to know you. Seriously.,0
Well done on your achievement. 100%.,0
Thanks for always being there for me. 100%.,0
Your hard work is really paying off. Seriously.,0
You're a complete toxic failure.,1
You are such a good friend. :),0
You're so creative and thoughtful. 100%.,0
"You make everyone sick, you terrible freak.",1
You always know the right thing to say.,0
You made my day so much better.,0
"Everyone laughs at you behind your back, fat.",1
Your hard work is really paying off.,0
"You make everyone sick, you embarrassing freak.",1
You are such a good friend.,0
"Nobody likes you, disgusting.",1
You inspire me every day.,0
You made this project much better. Seriously.,0
"Nobody likes you, pitiful.",1
"I hate you so much, you hopeless.",1
You pal piece of trash.,1
You hopeless piece of trash.,1
You're so irrelevant and pathetic.,1
You are so fat it's embarrassing.,1
You're so creative and thoughtful.,0
Everyone appreciates what you do. No doubt.,0
You are such a good friend. No doubt.,0
"Nobody likes you, worthless.",1
You have such a positive energy.,0
You always bring out the best in others. Really!,0
You're so creative and thoughtful. 100%.,0
You did a great job today! 100%.,0
"Nobody likes you, embarrassing.",1
You are so worthless it's embarrassing.,1
You you piece of trash.,1
"No one wants you around, dude.",1
"Nobody likes you, stupid.",1
You are so talented and kind. Really!,0
You made my day so much better.,0
Keep up the good work! For real.,0
You are the most mate person I know.,1
That was a very kind thing to do. No doubt.,0
Your smile is contagious! No doubt.,0
Your life is pathetic.,1
"Nobody likes you, obnoxious.",1
You dumb piece of trash.,1
I'm lucky to know you. 100%.,0
Well done on your achievement. Seriously.,0
I'm lucky to know you. :),0
You are so talented and kind. I mean it.,0
You should be proud of yourself. Really!,0
Everyone thinks you're repulsive.,1
Thanks for your patience and understanding. 100%.,0
Your life is lame.,1
You are so ugly it's embarrassing.,1
"Stop existing, you girl waste.",1
"Stop existing, you irrelevant waste.",1
"No one wants you around, vile.",1
"Stop existing, you fat waste.",1
You made my day so much better. Really!,0
That was a very kind thing to do. I mean it.,0
Everyone thinks you're you.,1
That idea you had was brilliant. No doubt.,0
Well done on your achievement. :),0
I think you're doing an awesome job. I mean it.,0
You should be proud of yourself. I mean it.,0
You pathetic piece of trash.,1
I really appreciate your help. For real.,0
You are so talented and kind. Seriously.,0
You are such a bro.,1
You're so ugly and pathetic.,1
Everyone thinks you're weird.,1
You're so crazy and pathetic.,1
You are such a good friend. :),0
You're so horrible and pathetic.,1
I'm really glad you're on the team. No doubt.,0
That idea you had was brilliant.,0
"You will never be good enough, you useless idiot.",1
"Go away, you crazy loser.",1
You always know the right thing to say. I mean it.,0
I love how dedicated you are. 100%.,0
You're so annoying and pathetic.,1
You're so repulsive and pathetic.,1
You are such a annoying.,1
Your smile is contagious! For real.,0
You inspire me every day. Really!,0
"Stop existing, you repulsive waste.",1
You're so creative and thoughtful. Seriously.,0
Your feedback was really helpful. For real.,0
Your life is mate.,1
I really appreciate your help.,0
Everyone thinks you're gross.,1
Your life is lame.,1
Well done on your achievement. :),0
You're so pathetic and pathetic.,1
"Go away, you you loser.",1
You're a complete mate failure.,1
You are such a good friend. Seriously.,0
You are genuinely one of the best people I know. No doubt.,0
That idea you had was brilliant. 100%.,0
You're so ridiculous and pathetic.,1
Everyone thinks you're worthless.,1
You are genuinely one of the best people I know. No doubt.,0
Well done on your achievement. For real.,0
You're so awful and pathetic.,1
"Just disappear, you pal weirdo.",1
You are such a boy.,1
"You will never be good enough, you mate idiot.",1
Your life is mate.,1
"You make everyone sick, you cringe freak.",1
Your smile is contagious!,0
"No one wants you around, girl.",1
"I hate you so much, you crazy.",1
You have such a positive energy. No doubt.,0
"Go away, you dude loser.",1
You are so dude it's embarrassing.,1
"Go away, you basic loser.",1
"Everyone laughs at you behind your back, weird.",1
Everyone thinks you're man.,1
"You make everyone sick, you obnoxious freak.",1
I'm really glad you're on the team. Really!,0
"I hate you so much, you boy.",1
"Nobody likes you, basic.",1
You should be proud of yourself. Seriously.,0
You dumb piece of trash.,1
Thanks for your patience and understanding. I mean it.,0
You have such a positive energy. Really!,0
You're a complete stupid failure.,1
"I hate you so much, you pal.",1
"I hate you so much, you fat.",1
Your hard work is really paying off. :),0
You're so creative and thoughtful. :),0
I'm really glad you're on the team. For real.,0
Thanks for always being there for me.,0
"I hate you so much, you disgusting.",1
Keep up the good work! :),0
Everyone appreciates what you do. For real.,0
You are so lame it's embarrassing.,1
You are such a good friend. Really!,0
Your smile is contagious! Really!,0
"Go away, you ridiculous loser.",1
You always know the right thing to say. For real.,0
"You make everyone sick, you lame freak.",1
You are so talented and kind. I mean it.,0
Your smile is contagious! Really!,0
You made my day so much better. I mean it.,0
You did a great job today! :),0
You are such a annoying.,1
Thanks for always being there for me. 100%.,0
Thanks for always being there for me.,0
Your feedback was really helpful. For real.,0
You have such a positive energy. For real.,0
Everyone appreciates what you do. I mean it.,0
"Just disappear, you awful weirdo.",1
I'm lucky to know you. 100%.,0
Everyone appreciates what you do. Really!,0
You always bring out the best in others.,0
"Nobody likes you, man.",1
"Everyone laughs at you behind your back, annoying.",1
Keep up the good work! :),0
Your smile is contagious!,0
You are such a good friend. Seriously.,0
Everyone thinks you're vile.,1
You are the most kid person I know.,1
You have such a positive energy. 100%.,0
You're too annoying to understand anything.,1
"You deserve nothing, you man rat.",1
That was a very kind thing to do. :),0
You are so talented and kind. :),0
"I hate you so much, you ugly.",1
You should be proud of yourself. Really!,0
"You make everyone sick, you hopeless freak.",1
"Go away, you boy loser.",1
You made this project much better. I mean it.,0
You are such a mate.,1
"You deserve nothing, you fat rat.",1
You are beyond mate.,1
You are beyond obnoxious.,1
I'm lucky to know you. No doubt.,0
You are genuinely one of the best people I know. For real.,0
I'm lucky to know you. Really!,0
You made this project much better. I mean it.,0
Thanks for always being there for me. For real.,0
You should be proud of yourself. Seriously.,0
I think you're doing an awesome job.,0
"You will never be good enough, you vile idiot.",1
"No one wants you around, pal.",1
I'm really glad you're on the team. I mean it.,0
Your smile is contagious! 100%.,0
I love spending time with you. For real.,0
Thanks for your patience and understanding. No doubt.,0
You inspire me every day.,0
Keep up the good work! Seriously.,0
"I hate you so much, you disgusting.",1
You are so gross it's embarrassing.,1
"I hate you so much, you cringe.",1
"Nobody likes you, you.",1
"Stop existing, you boy waste.",1
You're a complete disgusting failure.,1
I really appreciate your help. I mean it.,0
That was an amazing presentation. :),0
"Nobody likes you, man.",1
You awful piece of trash.,1
I love how dedicated you are. I mean it.,0
You made my day so much better. No doubt.,0
"Go away, you gross loser.",1
Your life is repulsive.,1
You are the most hopeless person I know.,1
You are such a good friend. Really!,0
That idea you had was brilliant. No doubt.,0
You are so vile it's embarrassing.,1
"Just disappear, you fake weirdo.",1
"Stop existing, you boring waste.",1
You're too you to understand anything.,1
You inspire me every day. Really!,0
"You make everyone sick, you embarrassing freak.",1
You're so ugly and pathetic.,1
Your hard work is really paying off. No doubt.,0
Your smile is contagious! Really!,0
Your life is disgusting.,1
Your life is irrelevant.,1
You are so toxic it's embarrassing.,1
Thanks for always being there for me. Seriously.,0
You gross piece of trash.,1
"Everyone laughs at you behind your back, boy.",1
Well done on your achievement. Seriously.,0
I'm lucky to know you. I mean it.,0
You are beyond kid.,1
"You will never be good enough, you ugly idiot.",1
I think you're doing an awesome job.,0
That was an amazing presentation. For real.,0
You inspire me every day. :),0
"Just disappear, you boy weirdo.",1
"You make everyone sick, you fat freak.",1
"Stop existing, you you waste.",1
Keep up the good work! Seriously.,0
You are such a you.,1
Your smile is contagious! I mean it.,0
You're too disgusting to understand anything.,1
"Go away, you ugly loser.",1
You're a complete pal failure.,1
That was a very kind thing to do. :),0
You're too awful to understand anything.,1
I love how dedicated you are. For real.,0
You always bring out the best in others. For real.,0
"You deserve nothing, you horrible rat.",1
You are beyond mate.,1
Everyone appreciates what you do.,0
"You deserve nothing, you repulsive rat.",1
You inspire me every day.,0
Keep up the good work! Really!,0
"You make everyone sick, you obnoxious freak.",1
"You deserve nothing, you you rat.",1
You are so talented and kind. For real.,0
"Everyone laughs at you behind your back, repulsive.",1
That idea you had was brilliant. I mean it.,0
You made my day so much better. Seriously.,0
I'm lucky to know you. I mean it.,0
"Just disappear, you awful weirdo.",1
You made this project much better. Really!,0
You made my day so much better. No doubt.,0
You are the most kid person I know.,1
"Everyone laughs at you behind your back, fat.",1
You pathetic piece of trash.,1
You're so creative and thoughtful. I mean it.,0
"Go away, you crazy loser.",1
"Nobody likes you, girl.",1
You are so talented and kind. No doubt.,0
"Go away, you lame loser.",1
"Nobody likes you, you.",1
You are such a dude.,1
I love how dedicated you are. Really!,0
You are beyond you.,1
I love how dedicated you are. For real.,0
Thanks for always being there for me.,0
"You deserve nothing, you horrible rat.",1
You always bring out the best in others. No doubt.,0
Keep up the good work! Seriously.,0
Keep up the good work! :),0
You're a complete crazy failure.,1
You have such a positive energy. No doubt.,0
You're so creative and thoughtful. No doubt.,0
You are such a basic.,1
Keep up the good work! For real.,0
Keep up the good work! Really!,0
You always bring out the best in others. 100%.,0
That was an amazing presentation. 100%.,0
You're too weird to understand anything.,1
"You will never be good enough, you embarrassing idiot.",1
You handled that so well. No doubt.,0
You should be proud of yourself. 100%.,0
That was an amazing presentation. I mean it.,0
You have such a positive energy. Seriously.,0
You're too kid to understand anything.,1
"Nobody likes you, fat.",1
You handled that so well. 100%.,0
"You make everyone sick, you kid freak.",1
You are such a fat.,1
"Nobody likes you, cringe.",1
You made my day so much better. :),0
I'm lucky to know you. Really!,0
You handled that so well. 100%.,0
Your life is obnoxious.,1
Keep up the good work! I mean it.,0
"No one wants you around, gross.",1
You are such a good friend. Seriously.,0
That was a very kind thing to do. 100%.,0
Thanks for always being there for me. :),0
You're so bro and pathetic.,1
"I hate you so much, you fat.",1
You inspire me every day. I mean it.,0
You are genuinely one of the best people I know. For real.,0
You did a great job today! Seriously.,0
You're a complete weird failure.,1
You're a complete bro failure.,1
Your smile is contagious! I mean it.,0
"Stop existing, you girl waste.",1
That idea you had was brilliant. Seriously.,0
Thanks for always being there for me. For real.,0
"Nobody likes you, awful.",1
I'm really glad you're on the team. Really!,0
"No one wants you around, embarrassing.",1
"Nobody likes you, stupid.",1
"Stop existing, you stupid waste.",1
"No one wants you around, stupid.",1
"Just disappear, you lame weirdo.",1
Your feedback was really helpful. 100%.,0
I really appreciate your help. No doubt.,0
You're a complete gross failure.,1
You are beyond horrible.,1
Your hard work is really paying off. Really!,0
You have such a positive energy. I mean it.,0
"Nobody likes you, kid.",1
Thanks for your patience and understanding. Really!,0
You're so man and pathetic.,1
You are the most kid person I know.,1
Everyone thinks you're irrelevant.,1
You are so annoying it's embarrassing.,1
You should be proud of yourself. No doubt.,0
I love how dedicated you are. Seriously.,0
Your smile is contagious!,0
That idea you had was brilliant. No doubt.,0
Your hard work is really paying off. Seriously.,0
You are such a good friend.,0
That was an amazing presentation. Seriously.,0
"Nobody likes you, girl.",1
"Stop existing, you repulsive waste.",1
Everyone appreciates what you do. :),0
I really appreciate your help. Seriously.,0
You should be proud of yourself. For real.,0
"You deserve nothing, you vile rat.",1
"Everyone laughs at you behind your back, you.",1
You girl piece of trash.,1
Thanks for always being there for me.,0
You handled that so well. For real.,0
You have such a positive energy. 100%.,0
Your hard work is really paying off. For real.,0
You are such a good friend. No doubt.,0
That was a very kind thing to do. For real.,0
"Just disappear, you man weirdo.",1
You always bring out the best in others. Really!,0
Thanks for always being there for me.,0
"Stop existing, you weird waste.",1
Everyone thinks you're kid.,1
I love how dedicated you are. I mean it.,0
"You will never be good enough, you fat idiot.",1
Well done on your achievement. Seriously.,0
I think you're doing an awesome job. Seriously.,0
That was a very kind thing to do. :),0
You're so creative and thoughtful. Really!,0
I'm really glad you're on the team. I mean it.,0
You inspire me every day.,0
I love spending time with you. 100%.,0
You ugly piece of trash.,1
Your life is mate.,1
"I hate you so much, you dumb.",1
You inspire me every day. I mean it.,0
"Just disappear, you toxic weirdo.",1
You are such a worthless.,1
I think you're doing an awesome job. 100%.,0
"I hate you so much, you obnoxious.",1
"Go away, you pal loser.",1
You did a great job today! :),0
Your life is dude.,1
Thanks for your patience and understanding. Really!,0
"Everyone laughs at you behind your back, obnoxious.",1
You are beyond irrelevant.,1
You are such a dude.,1
"Everyone laughs at you behind your back, dumb.",1
"Go away, you embarrassing loser.",1
I love how dedicated you are. 100%.,0
Everyone thinks you're repulsive.,1
"You deserve nothing, you stupid rat.",1
I really appreciate your help. No doubt.,0
You are beyond weird.,1
"Go away, you toxic loser.",1
You're too pitiful to understand anything.,1
"No one wants you around, pathetic.",1
Your hard work is really paying off. Really!,0
You vile piece of trash.,1
"Go away, you disgusting loser.",1
Your life is gross.,1
Keep up the good work! No doubt.,0
You are such a pal.,1
You are the most you person I know.,1
You are genuinely one of the best people I know. 100%.,0
That was an amazing presentation. Seriously.,0
You are beyond hopeless.,1
You're so creative and thoughtful. I mean it.,0
Keep up the good work! Seriously.,0
"You deserve nothing, you crazy rat.",1
I really appreciate your help. No doubt.,0
"You deserve nothing, you annoying rat.",1
I really appreciate your help. No doubt.,0
You are the most dude person I know.,1
I love how dedicated you are.,0
You're so creative and thoughtful. I mean it.,0
You made my day so much better. :),0
"You make everyone sick, you ridiculous freak.",1
You did a great job today! 100%.,0
You're too crazy to understand anything.,1
Thanks for always being there for me. 100%.,0
Thanks for always being there for me.,0
You inspire me every day. 100%.,0
You should be proud of yourself. For real.,0
Thanks for your patience and understanding. No doubt.,0
"Just disappear, you girl weirdo.",1
That was an amazing presentation. 100%.,0
You should be proud of yourself. Really!,0
Your hard work is really paying off. For real.,0
Thanks for always being there for me. For real.,0
"You will never be good enough, you annoying idiot.",1
You handled that so well. Seriously.,0
You inspire me every day. 100%.,0
You're a complete terrible failure.,1
You dude piece of trash.,1
You are the most bro person I know.,1
You inspire me every day. No doubt.,0
You're too girl to understand anything.,1
"Stop existing, you girl waste.",1
You boy piece of trash.,1
You made my day so much better. For real.,0
I really appreciate your help. :),0
I really appreciate your help. For real.,0
You inspire me every day. No doubt.,0
You are the most repulsive person I know.,1
You're too fat to understand anything.,1
You handled that so well. For real.,0
You made my day so much better. I mean it.,0
I love how dedicated you are. For real.,0
"I hate you so much, you toxic.",1
Your life is crazy.,1
You made this project much better. For real.,0
You're a complete pathetic failure.,1
You're a complete horrible failure.,1
You are so terrible it's embarrassing.,1
You are such a toxic.,1
That idea you had was brilliant. Really!,0
Your smile is contagious! For real.,0
You have such a positive energy. I mean it.,0
I really appreciate your help. Really!,0
I think you're doing an awesome job. :),0
You inspire me every day. No doubt.,0
You have such a positive energy. :),0
"I hate you so much, you hopeless.",1
I love spending time with you. 100%.,0
You are such a useless.,1
I think you're doing an awesome job. Seriously.,0
I love spending time with you. 100%.,0
"You deserve nothing, you toxic rat.",1
Everyone thinks you're girl.,1
That was an amazing presentation. Really!,0
Your hard work is really paying off. Really!,0
I'm lucky to know you. 100%.,0
Your hard work is really paying off. For real.,0
You are beyond basic.,1
"Nobody likes you, bro.",1
I love spending time with you. Really!,0
"You make everyone sick, you cringe freak.",1
Thanks for your patience and understanding. Really!,0
You always bring out the best in others. Seriously.,0
You are the most horrible person I know.,1
You are so talented and kind. Seriously.,0
"Go away, you stupid loser.",1
You have such a positive energy. Really!,0
You inspire me every day.,0
You are beyond ugly.,1
Thanks for always being there for me. Seriously.,0
I'm really glad you're on the team. No doubt.,0
Your life is annoying.,1
"I hate you so much, you pal.",1
You're too pitiful to understand anything.,1
You always know the right thing to say. Seriously.,0
You're so creative and thoughtful. No doubt.,0
Your smile is contagious! :),0
"No one wants you around, obnoxious.",1
"You deserve nothing, you ugly rat.",1
You are genuinely one of the best people I know. Seriously.,0
"Stop existing, you girl waste.",1
"No one wants you around, annoying.",1
You are so embarrassing it's embarrassing.,1
You are so worthless it's embarrassing.,1
You are such a good friend. :),0
You're a complete stupid failure.,1
"You make everyone sick, you girl freak.",1
You always know the right thing to say.,0
Your hard work is really paying off. For real.,0
You are so pal it's embarrassing.,1
You terrible piece of trash.,1
That was an amazing presentation. Seriously.,0
Your hard work is really paying off. For real.,0
You are the most mate person I know.,1
You always know the right thing to say.,0
That was an amazing presentation. Really!,0
"You make everyone sick, you horrible freak.",1
Your smile is contagious! 100%.,0
"You deserve nothing, you dude rat.",1
"I hate you so much, you embarrassing.",1
"I hate you so much, you cringe.",1
You are such a horrible.,1
That idea you had was brilliant. I mean it.,0
"Just disappear, you cringe weirdo.",1
"You make everyone sick, you lame freak.",1
I love spending time with you. No doubt.,0
"Nobody likes you, annoying.",1
You're too dude to understand anything.,1
"Stop existing, you girl waste.",1
You inspire me every day. Seriously.,0
"Go away, you worthless loser.",1
I love spending time with you. Really!,0
Everyone appreciates what you do. 100%.,0
"No one wants you around, fake.",1
That was an amazing presentation. :),0
You handled that so well. No doubt.,0
You handled that so well. I mean it.,0
"You will never be good enough, you pal idiot.",1
You are beyond pal.,1
"You will never be good enough, you horrible idiot.",1
You are so talented and kind.,0
You are such a weird.,1
You're so bro and pathetic.,1
Your hard work is really paying off. Really!,0
You're so stupid and pathetic.,1
You inspire me every day. 100%.,0
"Everyone laughs at you behind your back, hopeless.",1
That was a very kind thing to do. No doubt.,0
I'm really glad you're on the team. 100%.,0
"You deserve nothing, you kid rat.",1
I love spending time with you. I mean it.,0
You are beyond useless.,1
You're so cringe and pathetic.,1
"No one wants you around, ridiculous.",1
Your feedback was really helpful. 100%.,0
That idea you had was brilliant. Seriously.,0
You are so talented and kind. :),0
"Just disappear, you fake weirdo.",1
"Just disappear, you boring weirdo.",1
"Nobody likes you, pal.",1
"Everyone laughs at you behind your back, fat.",1
I'm really glad you're on the team. 100%.,0
"You make everyone sick, you horrible freak.",1
"No one wants you around, kid.",1
Everyone thinks you're kid.,1
That idea you had was brilliant. Seriously.,0
You are such a irrelevant.,1
That was an amazing presentation. For real.,0
Your life is annoying.,1
You are so talented and kind. 100%.,0
Everyone appreciates what you do. Seriously.,0
Your feedback was really helpful. :),0
You are such a good friend. I mean it.,0
You're so embarrassing and pathetic.,1
"Nobody likes you, pal.",1
You basic piece of trash.,1
Well done on your achievement. For real.,0
You are the most gross person I know.,1
Your feedback was really helpful. Really!,0
"Stop existing, you basic waste.",1
"Stop existing, you annoying waste.",1
You're so horrible and pathetic.,1
"Go away, you cringe loser.",1
"You will never be good enough, you pathetic idiot.",1
Your life is pathetic.,1
You did a great job today! 100%.,0
You are beyond pitiful.,1
You're too nasty to understand anything.,1
You're a complete man failure.,1
I'm really glad you're on the team. :),0
"Nobody likes you, man.",1
Everyone thinks you're irrelevant.,1
You are such a irrelevant.,1
You are genuinely one of the best people I know.,0
"You make everyone sick, you dumb freak.",1
That was an amazing presentation. 100%.,0
You always know the right thing to say. I mean it.,0
I love how dedicated you are. :),0
You are such a you.,1
"Nobody likes you, you.",1
You are such a irrelevant.,1
Your feedback was really helpful. I mean it.,0
You are so irrelevant it's embarrassing.,1
Well done on your achievement. Really!,0
That was a very kind thing to do. 100%.,0
You are so gross it's embarrassing.,1
That idea you had was brilliant. For real.,0
You should be proud of yourself. :),0
I think you're doing an awesome job. I mean it.,0
You did a great job today! Seriously.,0
I really appreciate your help. :),0
You are genuinely one of the best people I know. Seriously.,0
You're so disgusting and pathetic.,1
"Go away, you horrible loser.",1
I really appreciate your help. For real.,0
I love spending time with you. :),0
You are such a stupid.,1
Everyone thinks you're crazy.,1
You are so bro it's embarrassing.,1
You are such a good friend. Really!,0
You are so man it's embarrassing.,1
Your life is bro.,1
Everyone thinks you're mate.,1
Thanks for always being there for me. Really!,0
You are so talented and kind.,0
You are beyond irrelevant.,1
"You deserve nothing, you fat rat.",1
That was a very kind thing to do. I mean it.,0
You inspire me every day. No doubt.,0
Thanks for always being there for me. Really!,0
Your smile is contagious! :),0
I love how dedicated you are.,0
"Stop existing, you pitiful waste.",1
"Everyone laughs at you behind your back, horrible.",1
You're a complete pal failure.,1
Everyone appreciates what you do. Really!,0
You should be proud of yourself. No doubt.,0
I'm really glad you're on the team. No doubt.,0
"You will never be good enough, you you idiot.",1
You inspire me every day. For real.,0
You're too pal to understand anything.,1
You're a complete bro failure.,1
Everyone appreciates what you do. No doubt.,0
"Nobody likes you, pal.",1
You're a complete nasty failure.,1
"Everyone laughs at you behind your back, basic.",1
You always know the right thing to say. I mean it.,0
"You deserve nothing, you bro rat.",1
I'm really glad you're on the team. I mean it.,0
That was an amazing presentation. I mean it.,0
You're too man to understand anything.,1
You made this project much better. 100%.,0
I love spending time with you. Seriously.,0
